name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
F*CK LOVE (SAVAGE),1123,2020-11-06,"The Kid LAROI, ",22,PIKACHU,SO DONE,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),133723,126521.0,153147.0,0.747,0.7190000000000001,0.779,0.487,0.598,0.642,7.0,9.0,8.0,1.0,1.0,0.0,0.125,0.077,0.116,0.0662,0.232,0.0383,0.0,0.0,0.0,0.36,0.115,0.2,0.248,0.303,0.388,92.978,142.592,82.363,4.0,4.0,4.0,82
F-Minus,1558,1999-10-05,"F-Minus, ",20,Slave Labor,I.H.G.I.,Nothing Ever,35586,23480.0,33346.0,0.255,0.455,0.222,0.993,0.996,0.997,9.0,5.0,8.0,1.0,1.0,1.0,0.268,0.0591,0.0786,0.0529,0.00402,0.000423,0.0034700000000000004,0.0804,0.0145,0.134,0.318,0.339,0.0798,0.306,0.0892,138.15,139.656,141.422,4.0,4.0,4.0,12
F.D.T,13673,2016-09-11,"Freeze corleone, ",13,2016 T'as Peur,Alphonse Karr,Madara,274773,249200.0,214066.0,0.833,0.674,0.6970000000000001,0.325,0.436,0.38,6.0,2.0,8.0,1.0,1.0,1.0,0.378,0.292,0.443,0.8640000000000001,0.0479,0.0884,6.43e-05,0.0135,0.0,0.13,0.106,0.14,0.436,0.17,0.17,107.116,117.206,126.111,4.0,4.0,4.0,44
F.E.A.R Reloaded. Face Everything and Recover,93517,2020-12-18,"G.Canady, ",10,Hustling Women,Letter To God,Deceiving,161227,222746.0,212349.0,0.664,0.414,0.7020000000000001,0.6509999999999999,0.64,0.7070000000000001,8.0,8.0,1.0,0.0,0.0,1.0,0.381,0.361,0.394,0.032,0.053,0.252,0.0,0.0,0.0,0.122,0.261,0.0877,0.534,0.477,0.625,142.048,82.478,133.86700000000002,4.0,5.0,4.0,21
F.M.A,53774,2021-08-11,"Antmo GOTIT, ",12,F.M.A INTRO,CONTROL FREAK,ITS GONE,105600,218000.0,224571.0,0.483,0.531,0.843,0.42,0.49,0.447,6.0,0.0,0.0,0.0,1.0,1.0,0.33,0.483,0.235,0.484,0.166,0.0725,0.0,0.0,0.00104,0.108,0.28600000000000003,0.0953,0.0996,0.264,0.407,139.256,144.959,140.04399999999998,1.0,4.0,4.0,10
FAITES PAS CHIER J'PREPARE UN ALBUM,74682,2021-06-25,"ISHA, ",8,RECHARGER,T’ES PAS LE SEUL,L’ENTERREMENT D’UN VOYOU,163807,144024.0,120909.0,0.853,0.7490000000000001,0.86,0.579,0.615,0.594,1.0,7.0,2.0,1.0,0.0,1.0,0.298,0.219,0.185,0.122,0.123,0.0353,1.25e-06,0.000129,0.00307,0.0947,0.0915,0.104,0.653,0.232,0.8320000000000001,141.034,100.039,154.952,4.0,4.0,4.0,39
FANTASÍA,59470,2019-04-12,"Sebastian Yatra, ",12,Cristina,Falta Amor,Un Año,201626,204973.0,163813.0,0.411,0.593,0.773,0.508,0.609,0.378,5.0,7.0,1.0,1.0,1.0,0.0,0.0557,0.0692,0.0531,0.29,0.136,0.14,0.0,0.0,0.0,0.123,0.14,0.133,0.6679999999999999,0.153,0.513,81.96,143.815,94.946,3.0,4.0,4.0,66
FCON,79188,2018-06-24,"FCON, ",10,Dollars & Sense,No Guts/ No Glory,12th Man,146912,94342.0,142965.0,0.108,0.293,0.133,0.963,0.95,0.916,6.0,7.0,4.0,0.0,1.0,0.0,0.0797,0.0539,0.0634,0.00223,0.0105,0.0187,0.0,3.27e-05,0.0,0.319,0.757,0.172,0.35700000000000004,0.315,0.3720000000000001,169.983,86.74700000000001,168.34099999999995,4.0,4.0,4.0,2
FEELINGS OF #NUWRLD,85960,2014-04-06,"death's dynamic shroud, ",20,MACHINE DEATH,NOBODY HOME (PART 1),NEWSPAPER,167000,155000.0,63666.0,0.234,0.564,0.231,0.513,0.7,0.191,8.0,1.0,8.0,0.0,0.0,1.0,0.0449,0.0315,0.0416,0.64,0.489,0.957,0.858,0.871,0.8640000000000001,0.179,0.191,0.119,0.126,0.617,0.0336,125.926,97.721,74.64,4.0,4.0,4.0,11
FEVER DREAM,88060,2019-07-26,"Of Monsters and Men, ",11,Alligator,Ahay,Róróró,184026,176186.0,261333.0,0.581,0.5329999999999999,0.64,0.934,0.6970000000000001,0.691,8.0,8.0,6.0,1.0,1.0,0.0,0.0547,0.057,0.025,0.000169,0.0123,0.0185,0.00297,0.000333,0.00103,0.0901,0.0999,0.0914,0.391,0.396,0.603,120.024,168.153,95.002,4.0,4.0,4.0,55
FINAL FANTASY CRYSTAL CHRONICLES THE CRYSTAL BEARERS Music Collections,136116,2009-12-09,"Various Artists, ",70,Moonlight Shards,Crystal Bearer Ramble,The Sacred Haven,44853,168680.0,106480.0,0.6409999999999999,0.688,0.461,0.21600000000000005,0.8170000000000001,0.305,0.0,5.0,11.0,1.0,1.0,1.0,0.0682,0.199,0.0306,0.946,0.831,0.867,0.917,0.76,0.909,0.23,0.0914,0.134,0.321,0.7120000000000001,0.0965,84.85700000000001,205.042,145.92600000000004,4.0,4.0,4.0,21
FINAL FANTASY III Original Soundtrack,99296,1990,"Nobuo Uematsu, ",44,The Prelude,Crystal Cave,Battle 1 〜Fanfare,49333,100826.0,113840.0,0.194,0.183,0.28800000000000003,0.687,0.447,0.784,0.0,3.0,9.0,1.0,1.0,0.0,0.0546,0.0467,0.0511,0.8440000000000001,0.00198,0.011,0.000309,0.968,0.621,0.175,0.485,0.117,0.672,0.0982,0.972,95.124,180.236,157.607,4.0,4.0,4.0,27
FINAL FANTASY XII THE ZODIAC AGE ORIGINAL SOUNDTRACK,42387,2006,"Hitoshi Sakimoto, ",99,Demo Movie - Zodiac Age Version,FINAL FANTASY - Zodiac Age Version,Opening Movie - Zodiac Age Version,101247,144886.0,422256.0,0.269,0.232,0.206,0.383,0.44,0.606,9.0,10.0,11.0,0.0,1.0,1.0,0.0423,0.035,0.0653,0.591,0.254,0.648,0.931,0.892,0.4970000000000001,0.0813,0.239,0.219,0.171,0.0621,0.0928,76.366,81.74600000000002,66.57300000000001,4.0,5.0,4.0,35
FLNCH,114192,2021-05-21,"JURAKHAN, ",6,MAAR,"SORRY, WHAT?",MIS-INTERLUDE,125333,199541.0,213000.0,0.652,0.523,0.6579999999999999,0.603,0.611,0.912,9.0,2.0,9.0,1.0,1.0,0.0,0.117,0.301,0.16399999999999998,0.278,0.208,0.0623,1.6100000000000002e-05,0.0,0.000653,0.6970000000000001,0.476,0.116,0.6659999999999999,0.231,0.514,167.92,80.187,124.933,4.0,4.0,4.0,3
FLOAT,61745,2021-08-13,"K CAMP, ",15,Forgiveness,Check My Stats,Tables Turn,204602,154174.0,182134.0,0.695,0.807,0.914,0.433,0.502,0.474,0.0,1.0,6.0,1.0,1.0,0.0,0.735,0.235,0.17600000000000002,0.104,0.00154,0.312,0.0,0.0,1.53e-06,0.254,0.157,0.117,0.274,0.155,0.637,159.89600000000004,149.971,140.03,4.0,4.0,4.0,58
FMOV: FreshMann On Varsity,90334,2012-05-07,"Mann, ",15,Intro (feat. Blessed The Poet),FMOV,Glow (feat. Shaleah Nicole),75128,298657.0,189753.0,0.573,0.37,0.503,0.4,0.735,0.872,11.0,11.0,10.0,1.0,1.0,0.0,0.315,0.44,0.0543,0.86,0.376,0.483,0.0,0.0,0.025,0.328,0.141,0.258,0.875,0.552,0.457,78.73,84.531,175.014,4.0,4.0,4.0,35
FMS Beats #1,83691,2020-04-08,"Nef Talib, ",4,Samurai,Ill Shit,Pineal,309354,302050.0,323491.0,0.8140000000000001,0.73,0.696,0.628,0.6709999999999999,0.631,9.0,6.0,1.0,1.0,1.0,0.0,0.114,0.0592,0.268,0.0422,0.00101,0.0597,0.88,0.537,0.632,0.0662,0.145,0.156,0.965,0.362,0.62,90.038,89.045,183.88,4.0,4.0,4.0,13
FOIL,54052,2021-06-25,"REI AMI, ",10,reivelations,EVERYBODY ELSE,RICKY BOBBY,33181,105326.0,157201.0,0.394,0.901,0.753,0.514,0.521,0.72,0.0,1.0,1.0,0.0,0.0,1.0,0.0749,0.236,0.0498,0.946,0.301,0.00915,0.0047,0.0618,0.0537,0.14,0.0576,0.325,0.308,0.768,0.493,93.556,119.861,93.501,4.0,4.0,4.0,46
FOOTWEAR,24419,2015-01-01,"CBMC, ",6,Make Time,Anabelle,March 1st,136071,127869.0,140068.0,0.593,0.465,0.407,0.229,0.168,0.131,4.0,0.0,5.0,1.0,1.0,1.0,0.103,0.0468,0.0584,0.85,0.919,0.708,0.557,0.000253,0.775,0.105,0.118,0.131,0.476,0.391,0.135,140.832,176.745,76.804,4.0,3.0,4.0,21
FOUR (Deluxe),1009,2014-11-17,"One Direction, ",16,Steal My Girl,Ready to Run,Where Do Broken Hearts Go,228133,196053.0,229040.0,0.536,0.524,0.565,0.768,0.831,0.862,10.0,2.0,4.0,0.0,1.0,1.0,0.0347,0.036000000000000004,0.0326,0.00433,0.00229,0.0014,0.0,0.0,0.0,0.114,0.171,0.105,0.545,0.299,0.647,77.217,115.067,122.994,4.0,4.0,4.0,80
FPJ's Ang Probinsyano (Music from the Original TV Series),101177,2016-10-08,"Various Artists, ",10,'Wag Ka Nang Umiyak,Basta't Kasama Kita,Ang Probinsyano,311053,270346.0,183095.0,0.183,0.57,0.6709999999999999,0.298,0.285,0.856,10.0,4.0,11.0,1.0,1.0,0.0,0.0324,0.0306,0.0705,0.868,0.512,0.448,0.0,0.0,0.0,0.195,0.158,0.128,0.0917,0.301,0.777,83.55,125.521,97.005,5.0,4.0,4.0,20
FPJ's Ang Probinsyano (Tuloy Ang Laban),112827,2021-04-30,"Various Artists, ",15,"Ililigtas Ka Niya - From ""Ang Probinsyano""","Wag Ka Nang Umiyak - From ""FPJ's Ang Probinsyano""",Anong Nangyari Sa Ating Dalawa,280444,311121.0,318093.0,0.251,0.269,0.193,0.312,0.295,0.241,7.0,10.0,7.0,1.0,1.0,1.0,0.0315,0.0317,0.0326,0.736,0.872,0.899,0.0,0.0,6.07e-06,0.0561,0.173,0.13699999999999998,0.279,0.11,0.162,76.994,127.98,64.807,4.0,4.0,4.0,15
FSK TRAPSHIT REVENGE,158850,2019-12-05,"FSK SATELLITE, ",18,BLA BLA,ANSIA NO,CAMOSCIO,127500,148500.0,180035.0,0.8640000000000001,0.823,0.835,0.6779999999999999,0.6779999999999999,0.463,0.0,1.0,5.0,1.0,1.0,0.0,0.476,0.56,0.359,0.0896,0.153,0.135,2.1600000000000007e-05,0.0,3.44e-06,0.103,0.218,0.128,0.7709999999999999,0.706,0.4270000000000001,86.064,160.13299999999995,144.016,4.0,4.0,4.0,53
"FTC, Vol. 2",79648,2021-02-11,"Free the Copyright, ",28,Modern Interpretations of Retro Westerns,The Great Realization,Grunge,130285,128000.0,126857.0,0.802,0.6970000000000001,0.698,0.318,0.316,0.246,0.0,5.0,2.0,1.0,0.0,0.0,0.0442,0.0368,0.0276,0.601,0.157,0.623,0.6459999999999999,0.933,0.815,0.171,0.117,0.075,0.768,0.108,0.157,104.985,105.083,105.011,4.0,4.0,4.0,7
FYI,58179,2018-10-26,"Avery Wilson, ",5,Dollar Bill,Wass the Move,Touch Down,206120,190466.0,199800.0,0.433,0.687,0.7170000000000001,0.504,0.5870000000000001,0.489,2.0,0.0,11.0,0.0,1.0,0.0,0.0399,0.333,0.0757,0.643,0.0579,0.0784,0.0,0.0,0.0,0.106,0.247,0.129,0.391,0.44,0.504,140.411,74.521,99.948,3.0,4.0,4.0,27
Faithful to the Finish,97847,2021-02-21,"Zee, ",10,Put Me in Coach,Sensei,Talk to Me,200000,180697.0,174631.0,0.7190000000000001,0.6579999999999999,0.563,0.5489999999999999,0.614,0.805,2.0,10.0,0.0,0.0,0.0,1.0,0.318,0.0912,0.405,0.301,0.053,0.253,0.0,0.0,0.0,0.179,0.104,0.0542,0.72,0.271,0.5579999999999999,74.78699999999998,127.978,180.375,4.0,4.0,4.0,27
Fallen,25152,2003-03-04,"Evanescence, ",12,Going Under,Bring Me To Life,Everybody's Fool,214946,235893.0,195880.0,0.37,0.331,0.4370000000000001,0.858,0.943,0.835,11.0,4.0,2.0,0.0,0.0,0.0,0.0545,0.0698,0.0405,0.00815,0.0072099999999999985,0.00145,2.12e-05,2.06e-06,2.27e-05,0.229,0.242,0.245,0.464,0.29600000000000004,0.29600000000000004,175.077,94.612,95.111,4.0,4.0,4.0,75
Falling (featuring Malehloka Hlalele),18943,2011-06-28,"DJ Kent, ",3,Falling (featuring Malehloka Hlalele) - DJ Kent Club Mix,Falling (featuring Malehloka Hlalele) - DJ Black Coffee Remix,Falling (featuring Malehloka Hlalele) - Reprise,436750,450375.0,348206.0,0.8690000000000001,0.7609999999999999,0.407,0.423,0.463,0.241,2.0,8.0,7.0,1.0,1.0,0.0,0.0713,0.0541,0.039,0.00104,0.02,0.462,0.537,0.7829999999999999,0.00244,0.0629,0.046,0.343,0.396,0.698,0.139,124.987,124.99,124.2,4.0,4.0,4.0,31
Famouz,5475,2019-05-24,"Jhay Cortez, ",13,Subiendo De Nivel,No Me Conoce - Remix,Easy,242080,309120.0,239373.0,0.659,0.8059999999999999,0.853,0.56,0.7859999999999999,0.777,2.0,10.0,1.0,1.0,0.0,0.0,0.0491,0.0741,0.0684,0.34700000000000003,0.145,0.101,0.0,0.0,0.000615,0.0975,0.0935,0.332,0.298,0.58,0.547,163.05700000000004,91.973,94.031,4.0,4.0,4.0,70
Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,12858,2015-01-01,"Gabriel Fauré, Katia Labèque, Marielle Labèque, Pascal Rogé, ",16,"Dolly, Op.56: 1. Berceuse","Dolly, Op.56: 2. Mi-A-Ou","Dolly, Op.56: 3. Le Jardin de Dolly",176518,131582.0,172396.0,0.37,0.388,0.363,0.0076,0.0747,0.0213,4.0,5.0,1.0,1.0,1.0,0.0,0.0384,0.0447,0.0444,0.995,0.994,0.995,0.91,0.929,0.936,0.0864,0.0675,0.0765,0.278,0.236,0.0697,62.668,71.28399999999998,60.435,4.0,4.0,5.0,50
Fear Less,109132,2016-08-15,"David Hohme, ",7,Fear Less,Fear Less - Jody Wisternoff Remix,Fear Less - Sainte Vie Remix,416903,516207.0,501998.0,0.687,0.688,0.684,0.665,0.574,0.61,10.0,5.0,5.0,0.0,0.0,0.0,0.0364,0.0383,0.0384,0.000677,0.000171,0.00857,0.86,0.898,0.812,0.105,0.0675,0.0926,0.0375,0.34,0.156,121.037,123.012,110.005,4.0,4.0,4.0,35
Feather Float,63481,1998,"OOIOO, ",11,Be Sure To Loop,Oizumio,na,465066,218893.0,263533.0,0.537,0.465,0.31,0.769,0.907,0.8640000000000001,7.0,2.0,11.0,0.0,1.0,1.0,0.133,0.0662,0.107,0.0803,0.0485,0.00132,0.0122,0.0851,0.102,0.0865,0.322,0.118,0.118,0.233,0.527,154.28799999999995,149.053,121.971,4.0,4.0,4.0,11
Feed Tha Streets II,4183,2018-11-02,"Roddy Ricch, ",12,Feed Tha Streets 2 (Intro),Faces,Nascar,169887,109750.0,179059.0,0.971,0.674,0.8170000000000001,0.614,0.637,0.743,10.0,5.0,9.0,0.0,1.0,1.0,0.113,0.085,0.166,0.0767,0.00671,0.0244,0.0,0.0,1.04e-06,0.236,0.0867,0.102,0.27,0.132,0.374,112.994,157.70600000000005,172.96200000000005,4.0,4.0,4.0,71
Feels Like I'm In Love (The PWL Remixes),91523,2014-04-02,"Kelly Marie, ",6,Feels Like I'm In Love (PWL Mix) (Extended Mix) - Rerecorded,"Feels Like I'm In Love - 7"" PWL Mix - Rerecorded",Feels Like I'm In Love '97 - Rerecorded,368573,224106.0,309120.0,0.684,0.657,0.585,0.877,0.91,0.7020000000000001,10.0,0.0,6.0,0.0,1.0,0.0,0.0424,0.0381,0.0457,0.0129,0.0153,0.000352,0.361,0.606,0.212,0.0618,0.18600000000000005,0.0546,0.684,0.7959999999999999,0.863,124.769,124.023,139.99200000000002,4.0,4.0,4.0,11
Fells,7801,2019-10-22,"Moor2Sea upNorth, ",10,Mucky Boots,The Long Stone Steps,Fells,199798,207609.0,132010.0,0.677,0.481,0.37,0.242,0.038,0.321,8.0,0.0,4.0,1.0,1.0,0.0,0.0326,0.0583,0.0293,0.258,0.996,0.0108,0.852,0.935,0.916,0.188,0.13699999999999998,0.108,0.617,0.332,0.311,110.226,62.61600000000001,99.915,4.0,5.0,4.0,16
Fenice,118738,2021-07-27,"JFC Ansia, ",7,Peggio del catrame,Fenice,Fotografia,169471,140874.0,199562.0,0.779,0.867,0.454,0.5720000000000001,0.489,0.617,5.0,8.0,6.0,1.0,1.0,1.0,0.354,0.35,0.339,0.103,0.0656,0.417,0.0,0.0,0.0,0.141,0.114,0.35,0.306,0.551,0.474,87.789,117.201,101.039,4.0,4.0,4.0,21
Fenix,101774,2018-08-03,"Jado Pvg, ",4,Dollars,You Dont Play,Alien,130220,219478.0,185600.0,0.599,0.5489999999999999,0.504,0.6809999999999999,0.7290000000000001,0.6609999999999999,10.0,10.0,1.0,1.0,0.0,1.0,0.391,0.244,0.3,0.438,0.263,0.0584,0.0,0.0,0.0,0.179,0.123,0.0785,0.467,0.385,0.28800000000000003,124.955,101.739,137.256,4.0,3.0,4.0,27
Ferric Oxide (Demos 1997 – 2001),63555,2020-08-14,"Panchiko, ",18,Think That's Too Wise,All They Wanted,NeilSSong,218750,127875.0,232125.0,0.593,0.5529999999999999,0.584,0.28600000000000003,0.6990000000000001,0.8640000000000001,11.0,10.0,0.0,0.0,1.0,1.0,0.0419,0.0458,0.0366,0.741,0.135,0.0221,0.0,0.0,0.00159,0.29600000000000004,0.11,0.378,0.398,0.302,0.37,86.59,115.011,92.293,5.0,4.0,4.0,35
Festival (En Vivo),144721,2019-11-30,"Guakeros, ",31,Dale - En Vivo,Mi Gente - En Vivo,Fiesta en el Barrio - En Vivo,86432,121543.0,120101.0,0.482,0.4370000000000001,0.7140000000000001,0.865,0.632,0.667,2.0,2.0,1.0,1.0,1.0,1.0,0.0854,0.0906,0.0474,0.218,0.208,0.313,0.906,0.8909999999999999,0.564,0.11,0.145,0.0819,0.399,0.7609999999999999,0.944,85.988,102.323,115.094,1.0,4.0,4.0,38
Fiamma,68619,2021-06-30,"Intrawa, ",5,Fiamma,Search More,Stealth,73064,73064.0,78315.0,0.613,0.409,0.752,0.845,0.227,0.268,4.0,9.0,1.0,0.0,0.0,0.0,0.0432,0.037000000000000005,0.0554,0.42,0.8370000000000001,0.88,0.8009999999999999,0.973,0.8240000000000001,0.345,0.0998,0.151,0.0607,0.0396,0.219,114.942,115.268,118.032,4.0,4.0,4.0,32
Fiddler on the Roof 2018 Cast Recording (in Yiddish),52121,2019-08-09,"Various Artists, ",41,Traditsye,Act 1 Scene Change Music After Traditsye,"Shadkhnte, Shadkhnte",459933,32186.0,257426.0,0.547,0.507,0.557,0.449,0.583,0.399,7.0,0.0,9.0,1.0,1.0,1.0,0.308,0.0662,0.142,0.7140000000000001,0.764,0.785,0.0,0.945,0.0,0.138,0.23,0.162,0.607,0.464,0.506,161.558,79.919,98.007,4.0,4.0,4.0,18
Figure 8,7456,2000-01-01,"Elliott Smith, ",16,Son Of Sam,Somebody That I Used To Know,Junk Bond Trader,184293,129333.0,229706.0,0.522,0.5760000000000001,0.544,0.79,0.3670000000000001,0.711,9.0,1.0,0.0,1.0,1.0,0.0,0.0252,0.03,0.0279,0.00581,0.4320000000000001,0.096,0.00102,2.24e-06,0.000152,0.28800000000000003,0.124,0.182,0.244,0.77,0.5770000000000001,96.062,108.446,134.769,4.0,4.0,4.0,51
Fikir Beamargna,674,2006-02-01,"Abdu Kiar, ",12,Gizie,Fiker Beamargna,Ylugneta Motowal,306000,260746.0,314000.0,0.608,0.73,0.586,0.691,0.731,0.742,6.0,11.0,11.0,1.0,1.0,0.0,0.0353,0.0444,0.212,0.302,0.221,0.326,0.0,0.0,0.0,0.102,0.0959,0.41,0.757,0.831,0.8420000000000001,180.042,100.037,120.0,4.0,4.0,4.0,28
Filling Up The City Skies (disc 2),99163,2008-10-30,"Pretty Lights, ",11,How We Do,Hot Like Sauce,Who Loves Me,226132,421331.0,367578.0,0.5710000000000001,0.7070000000000001,0.665,0.86,0.615,0.607,4.0,2.0,10.0,0.0,1.0,0.0,0.0547,0.0324,0.0485,0.0227,0.00134,0.0045,0.00019,0.0406,0.0102,0.65,0.561,0.43,0.625,0.113,0.473,150.006,89.994,94.997,4.0,4.0,4.0,41
Filoxiny,29611,2018-11-23,"Skinshape, ",8,After Midnight,I Didn't Know,Metanoia,283107,218626.0,243659.0,0.652,0.6459999999999999,0.6459999999999999,0.31,0.399,0.278,2.0,5.0,9.0,0.0,1.0,0.0,0.0324,0.0295,0.0324,0.526,0.4320000000000001,0.106,0.6859999999999999,0.284,0.86,0.115,0.124,0.141,0.294,0.581,0.387,131.97299999999998,104.985,150.023,4.0,4.0,4.0,52
Final Reckoning,17892,2012,"Q-Factory by Robert Etoll, ",26,Final Reckoning,Warriors' Clash,Fearless Quest,101105,78191.0,95118.0,0.601,0.53,0.638,0.586,0.861,0.556,2.0,2.0,0.0,1.0,1.0,0.0,0.0281,0.0679,0.0408,0.13699999999999998,0.23,0.238,0.924,0.74,0.901,0.0931,0.21600000000000005,0.0637,0.141,0.201,0.0947,92.999,153.03799999999995,136.034,4.0,3.0,4.0,35
Finally Dead,133098,2017-12-06,"Supa Bwe, ",16,Thot Goddess (Sailor Moon),Black Goku (I Really Like You),Up Right Now (feat. Xavier Omar),205727,210000.0,144000.0,0.703,0.451,0.722,0.529,0.647,0.706,2.0,6.0,11.0,1.0,0.0,1.0,0.0557,0.284,0.0326,0.0162,0.00817,0.107,2.85e-06,0.0,8.950000000000001e-05,0.488,0.337,0.628,0.112,0.409,0.825,154.067,103.381,120.046,4.0,5.0,4.0,31
Fitz and The Tantrums (Deluxe Edition),120741,2017-07-24,"Fitz and The Tantrums, ",14,Fool,HandClap,Complicated,189136,193253.0,191453.0,0.6829999999999999,0.636,0.841,0.833,0.836,0.826,8.0,8.0,1.0,1.0,1.0,0.0,0.0595,0.0427,0.0666,0.0499,0.00609,0.00633,0.000858,0.000157,0.00299,0.161,0.0828,0.0224,0.537,0.715,0.982,136.099,139.95600000000002,138.043,4.0,4.0,4.0,58
Flamingo,27593,2019-07-25,"VIQ, ",4,Rise,Night swim,Pink morning,212995,203294.0,214611.0,0.665,0.638,0.611,0.618,0.552,0.5479999999999999,9.0,1.0,9.0,1.0,0.0,0.0,0.048,0.0344,0.0378,0.0142,0.006409999999999999,0.00927,0.8809999999999999,0.662,0.0969,0.439,0.0682,0.118,0.238,0.224,0.519,94.989,85.01299999999998,85.03,4.0,4.0,4.0,18
Flashdance (Original Soundtrack From The Motion Picture),47210,1983-04-11,"Various Artists, ",10,Flashdance...What A Feeling,He's A Dream,Love Theme From Flashdance,233240,208640.0,207440.0,0.647,0.7809999999999999,0.647,0.507,0.583,0.488,7.0,11.0,7.0,0.0,1.0,1.0,0.0335,0.0826,0.0301,0.112,0.353,0.14300000000000002,2.03e-06,3.43e-05,0.197,0.184,0.0369,0.126,0.488,0.7709999999999999,0.234,123.578,124.65,140.309,4.0,4.0,4.0,65
"Florida Gators - WGATOR Gator Fan Radio, Vol. 1",130805,2008-10-31,"Spirit Music Productions, ",10,The Swamp Experience,Romp in the Swamp,It's Great to be A Florida Gator,175640,238640.0,248640.0,0.67,0.7509999999999999,0.637,0.813,0.7290000000000001,0.918,0.0,6.0,1.0,1.0,1.0,1.0,0.0979,0.165,0.0483,0.177,0.103,0.0584,0.0,0.0,0.0,0.611,0.267,0.319,0.276,0.59,0.7290000000000001,120.076,85.991,127.901,4.0,4.0,4.0,6
Flower of Devotion,98160,2020-07-17,"Dehd, ",13,Desire,Loner,Haha,194423,192298.0,131722.0,0.305,0.652,0.634,0.596,0.7090000000000001,0.698,0.0,7.0,11.0,1.0,1.0,0.0,0.032,0.0355,0.0282,0.251,0.396,0.247,0.000284,0.00012,0.0276,0.0703,0.28,0.358,0.192,0.772,0.8140000000000001,115.136,148.192,105.002,3.0,4.0,4.0,47
Fly Love,40294,2020-05-29,"Yixs98, ",3,Fly Love (Con Persi),Nunca Es Tarde (Con Persi),Mgta Tus Naik (Con Persi),91904,111322.0,110901.0,0.73,0.754,0.7340000000000001,0.782,0.499,0.693,10.0,7.0,5.0,1.0,1.0,1.0,0.13,0.158,0.16899999999999998,0.183,0.433,0.422,0.0,0.0,0.0,0.158,0.128,0.109,0.65,0.375,0.35600000000000004,127.729,137.96200000000002,157.92600000000004,4.0,4.0,4.0,29
Flying High,16430,2007,"DCX, ",23,Flying High,Hold Me [Vocal Radio Edit],Poor Romeo - Radio Edit,222493,193560.0,234360.0,0.565,0.5820000000000001,0.63,0.935,0.899,0.855,7.0,0.0,1.0,1.0,0.0,1.0,0.0345,0.0513,0.0295,0.00025,0.001,7.65e-05,0.5539999999999999,9.7e-06,0.000355,0.345,0.341,0.284,0.563,0.629,0.737,135.982,134.922,133.006,4.0,4.0,4.0,36
Flying Solo,7414,2019-06-14,"Pamungkas, ",11,Intro III,Modern Love,Flying Solo,97391,245652.0,229781.0,0.3720000000000001,0.604,0.5579999999999999,0.66,0.923,0.818,4.0,1.0,7.0,1.0,0.0,1.0,0.0384,0.0424,0.0319,0.6809999999999999,0.0382,0.5329999999999999,4.53e-06,1.09e-06,1.4300000000000004e-05,0.343,0.0599,0.189,0.617,0.823,0.785,138.56799999999998,137.98,159.966,4.0,4.0,4.0,72
Foha Maumau Koloa,100991,2019-12-20,"Johnny Myzky Taha Hiva Siana, ",9,Sotia Au Ae Otua,Fefe Hake,Foha Maumau Koloa,203250,283647.0,249254.0,0.7959999999999999,0.913,0.7040000000000001,0.7659999999999999,0.518,0.758,2.0,9.0,9.0,1.0,0.0,0.0,0.104,0.0592,0.141,0.383,0.284,0.29,5.34e-05,3.7e-05,0.0,0.434,0.102,0.472,0.843,0.933,0.522,82.03399999999998,140.012,82.98200000000001,4.0,4.0,4.0,18
Folge 118: auf der Baustelle,9709,2011-10-07,"Benjamin Blümchen, ",39,Benjamin Blümchen Lied,Kapitel 01 - auf der Baustelle (Folge 118),Kapitel 02 - auf der Baustelle (Folge 118),48978,66006.0,76158.0,0.8190000000000001,0.644,0.5770000000000001,0.325,0.555,0.57,11.0,11.0,2.0,1.0,0.0,1.0,0.0699,0.878,0.938,0.604,0.613,0.611,0.0,0.0,0.0,0.605,0.684,0.91,0.969,0.581,0.494,120.031,98.361,78.39399999999998,4.0,4.0,3.0,42
Folge 36: Das unheimliche Pfarrhaus,153595,2018-10-26,"Sherlock Holmes - Die geheimen Fälle des Meisterdetektivs, ",17,Kapitel 1 - Folge 36: Das unheimliche Pfarrhaus,Kapitel 2 - Folge 36: Das unheimliche Pfarrhaus,Kapitel 3 - Folge 36: Das unheimliche Pfarrhaus,275726,236786.0,259653.0,0.5920000000000001,0.469,0.622,0.42,0.706,0.787,7.0,7.0,6.0,1.0,0.0,1.0,0.853,0.924,0.946,0.614,0.412,0.72,0.0,0.0,0.0,0.331,0.348,0.306,0.65,0.484,0.418,86.10600000000002,82.553,67.311,3.0,5.0,4.0,12
